seamonkey_version,cve_id,advisory,title,reporter,impact,description,bug_id
02.11,['CVE-2012-1959'],2012-49,Same-compartment Security Wrappers can be bypassed,Bobby Holley,Critical,Mozilla developer Bobby Holley found that same-compartment security wrappers (SCSW) can be bypassed by passing them to another compartment. Cross-compartment wrappers often do not go through SCSW but have a filtering policy built into them. When an object is wrapped cross-compartment the SCSW is stripped off and when the object is read read back it is not known that SCSW was previously present resulting in a bypassing of SCSW. This could result in untrusted content having access to the XBL that implements browser functionality.,"[754044, 737559]"
02.11,['CVE-2012-1960'],2012-50,Out of bounds read in QCMS,Tony Payne,Moderate,Google developer Tony Payne reported an out of bounds (OOB) read in QCMS Mozilla’s color management library. With a carefully crafted color profile portions of a user's memory could be incorporated into a transformed image and possibly deciphered.,[761014]
02.11,['CVE-2012-1961'],2012-51,X-Frame-Options header ignored when duplicated,Frédéric Buclin,Moderate,"Bugzilla developer Frédéric Buclin reported that the ""X-Frame-Options header is ignored when the value is duplicated for example X-Frame-Options: SAMEORIGIN SAMEORIGIN. This duplication occurs for unknown reasons on some websites and when it occurs results in Mozilla browsers not being protected against possible clickjacking attacks on those pages",[761655]
02.11,['CVE-2012-1962'],2012-52,JSDependentString::undepend string conversion results in memory corruption,Bill Keese,Critical,Security researcher Bill Keese reported a memory corruption. This is caused by JSDependentString::undepend changing a dependent string into a fixed string when there are additional dependent strings relying on the same base. When the undepend occurs during conversion the base data is freed leaving other dependent strings with dangling pointers. This can lead to a potentially exploitable crash.,[764296]
02.11,['CVE-2012-1963'],2012-53,Content Security Policy 1.0 implementation errors cause data leakage,Karthikeyan Bhargavan,High,"Security researcher Karthikeyan Bhargavan of Prosecco at INRIA reported Content Security Policy (CSP) 1.0 implementation errors. CSP violation reports generated by Firefox and sent to the ""report-uri"" location include sensitive data within the ""blocked-uri"" parameter. These include fragment components and query strings even if the ""blocked-uri"" parameter has a different origin than the protected resource. This can be used to retrieve a user's OAuth 2.0 access tokens and OpenID credentials by malicious sites.",[767778]
02.11,['CVE-2012-1967'],2012-56,Code execution through javascript: URLs,moz_bug_r_a4,Critical,Mozilla security researcher moz_bug_r_a4 reported a arbitrary code execution attack using a javascript: URL. The Gecko engine features a JavaScript sandbox utility that allows the browser or add-ons to safely execute script in the context of a web page. In certain cases javascript: URLs are executed in such a sandbox with insufficient context that can allow those scripts to escape from the sandbox and run with elevated privilege. This can lead to arbitrary code execution.,[758344]
02.10,['CVE-2012-1964'],2012-54,Clickjacking of certificate warning page,Matt McCutchen,Moderate,"Security Researcher Matt McCutchen reported that a clickjacking attack using the certificate warning page. A man-in-the-middle (MITM) attacker can use an iframe to display its own certificate error warning page (about:certerror) with the ""Add Exception"" button of a real warning page from a malicious site. This can mislead users to adding a certificate exception for a different site than the perceived one. This can lead to compromised communications with the user perceived site through the MITM attack once the certificate exception has been added.",[633691]
02.10,['CVE-2012-1939'],2012-34,Miscellaneous memory safety hazards (rv:13.0/ rv:10.0.5),,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler reported a memory safety problem that affects Firefox ESR.,[748613]
02.10,"['CVE-2012-1947', 'CVE-2012-1940', 'CVE-2012-1941']",2012-40,Buffer overflow and use-after-free issues found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya of Google used the Address Sanitizer tool to uncover several issues: two heap buffer overflow bugs and a use-after-free problem. The first heap buffer overflow was found in conversion from unicode to native character sets when the function fails. The use-after-free occurs in nsFrameList when working with column layout with absolute positioning in a container that changes size. The second buffer overflow occurs in nsHTMLReflowState when a window is resized on a page with nested columns and a combination of absolute and relative positioning. All three of these issues are potentially exploitable.,"[744541, 747688, 750066]"
02.10,['CVE-2012-0441'],2012-39,NSS parsing errors with zero length items,Kaspar Brand,Moderate,Security researcher Kaspar Brand found a flaw in how the Network Security Services (NSS) ASN.1 decoder handles zero length items. Effects of this issue depend on the field. One known symptom is an unexploitable crash in handling OCSP responses. NSS also mishandles zero-length basic constraints assuming default values for some types that should be rejected as malformed. These issues have been addressed in NSS 3.13.4 which is now being used by Mozilla.,[715073]
02.10,['CVE-2012-1946'],2012-38,Use-after-free while replacing/inserting a node in a document,Arthur Gerkis,Critical,Security researcher Arthur Gerkis used the Address Sanitizer tool to find a use-after-free while replacing/inserting a node in a document. This use-after-free could possibly allow for remote code execution.,[750109]
02.10,['CVE-2012-1945'],2012-37,Information disclosure though Windows file shares and shortcut files,Paul Stone,High,Security researcher Paul Stone reported an attack where an HTML page hosted on a Windows share and then loaded could then load Windows shortcut files (.lnk) in the same share. These shortcut files could then link to arbitrary locations on the local file system of the individual loading the HTML page. That page could show the contents of these linked files or directories from the local file system in an iframe causing information disclosure.,[670514]
02.10,['CVE-2012-1944'],2012-36,Content Security Policy inline-script bypass,Adam Barth,High,Security researcher Adam Barth found that inline event handlers such as onclick were no longer blocked by Content Security Policy's (CSP) inline-script blocking feature. Web applications relying on this feature of CSP to protect against cross-site scripting (XSS) were not fully protected.,[751422]
02.10,"['CVE-2012-1942', 'CVE-2012-1943']",2012-35,Privilege escalation through Mozilla Updater and Windows Updater Service,James Forshaw,Critical,Security researcher James Forshaw of Context Information Security found two issues with the Mozilla updater and the Mozilla updater service introduced in Firefox 12 for Windows. The first issue allows Mozilla's updater to load a local DLL file in a privileged context. The updater can be called by the Updater Service or independently on systems that do not use the service. The second of these issues allows for the updater service to load an arbitrary local DLL file which can then be run with the same system privileges used by the service. Both of these issues require local file system access to be exploitable.,"[748764, 750850]"
02.10,['CVE-2012-3105'],2012-34,Miscellaneous memory safety hazards (rv:13.0/ rv:10.0.5),,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Ken Russell of Google reported a bug in NVIDIA graphics drivers that they needed to work around in the Chromium WebGL implementation. Mozilla has done the same in Firefox 13 and ESR 10.0.5.,[744888]
02.10,['CVE-2012-1937'],2012-34,Miscellaneous memory safety hazards (rv:13.0/ rv:10.0.5),,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Igor Bukanov Olli Pettay Boris Zbarsky and Jesse Ruderman reported memory safety problems and crashes that affect Firefox ESR and Firefox 12.,"[643967, 723465, 745254, 745494, 745580, 643967]"
