thunderbird_version,cve_id,advisory,title,reporter,impact,description,bug_id
13,['CVE-2012-1964'],2012-54,Clickjacking of certificate warning page,Matt McCutchen,Moderate,"Security Researcher Matt McCutchen reported that a clickjacking attack using the certificate warning page. A man-in-the-middle (MITM) attacker can use an iframe to display its own certificate error warning page (about:certerror) with the ""Add Exception"" button of a real warning page from a malicious site. This can mislead users to adding a certificate exception for a different site than the perceived one. This can lead to compromised communications with the user perceived site through the MITM attack once the certificate exception has been added.",[633691]
12,['CVE-2012-0478'],2012-30,Crash with WebGL content using textImage2D,Ms2ger,Critical,Mozilla community member Ms2ger found an image rendering issue with WebGL when texImage2D uses use JSVAL_TO_OBJECT on arbitrary objects. This can lead to a crash on a maliciously crafted web page. While there is no evidence that this is directly exploitable there is a possibility of remote code execution.,[727547]
12,['CVE-2011-1187'],2012-32,HTTP Redirections and remote content can be read by javascript errors,Daniel Divricean,Moderate,Security researcher Daniel Divricean reported that a defect in the error handling of javascript errors can leak the file names and location of javascript files on a server leading to inadvertent information disclosure and a vector for further attacks.,[624621]
12,['CVE-2012-0479'],2012-33,Potential site identity spoofing when loading RSS and Atom feeds,Jeroen van der Gun,High,Security researcher Jeroen van der Gun reported that if RSS or Atom XML invalid content is loaded over HTTPS the addressbar updates to display the new location of the loaded resource including SSL indicators while the main window still displays the previously loaded content. This allows for phishing attacks where a malicious page can spoof the identify of another seemingly secure site.,[714631]
12,['CVE-2012-0477'],2012-29,Potential XSS through ISO-2022-KR/ISO-2022-CN decoding issues,Masato Kinugawa,Moderate,Security researcher Masato Kinugawa found that during the decoding of ISO-2022-KR and ISO-2022-CN character sets characters near 1024 bytes are treated incorrectly either doubling or deleting bytes. On certain pages it might be possible for an attacker to pad the output of the page such that these errors fall in the right place to affect the structure of the page allowing for cross-site script (XSS) injection.,[718573]
12,['CVE-2012-0475'],2012-28,Ambiguous IPv6 in Origin headers may bypass webserver access restrictions,Simone Fabiano,Moderate,Security researcher Simone Fabiano reported that if a cross-site XHR or WebSocket is opened on a web server on a non-standard port for web traffic while using an IPv6 address the browser will send an ambiguous origin headers if the IPv6 address contains at least 2 consecutive 16-bit fields of zeroes. If there is an origin access control list that uses IPv6 literals this issue could be used to bypass these access controls on the server.,[694576]
12,['CVE-2012-0474'],2012-27,Page load short-circuit can lead to XSS,"Jordi Chancel, Eddy Bordi, Chris McGowen",High,Security researchers Jordi Chancel and Eddy Bordi reported that they could short-circuit page loads to show the address of a different site than what is loaded in the window in the addressbar. Security researcher Chris McGowen independently reported the same flaw and further demonstrated that this could lead to loading scripts from the attacker's site leaving users vulnerable to cross-site scripting (XSS) attacks.,"[687745, 737307]"
12,['CVE-2012-0473'],2012-26,WebGL.drawElements may read illegal video memory due to FindMaxUshortElement error,Matias Juntunen,High,Mozilla community member Matias Juntunen discovered an error in WebGLBuffer where FindMaxElementInSubArray receives wrong template arguments from FindMaxUshortElement. This bug causes maximum index to be computed incorrectly within WebGL.drawElements allowing the reading of illegal video memory.,[743475]
12,['CVE-2012-0472'],2012-25,Potential memory corruption during font rendering using cairo-dwrite,"wushi, iDefense",Critical,Security research firm iDefense reported that researcher wushi of team509 discovered a memory corruption on Windows Vista and Windows 7 systems with hardware acceleration disabled or using incompatible video drivers. This is created by using cairo-dwrite to attempt to render fonts on an unsupported code path. This corruption causes a potentially exploitable crash on affected systems.,[744480]
12,['CVE-2012-0471'],2012-24,Potential XSS via multibyte content processing errors,Anne van Kesteren,High,Anne van Kesteren of Opera Software found a  multi-octet encoding issue where certain octets will destroy the following octets in the processing of some multibyte character sets. This can leave users vulnerable to cross-site scripting (XSS) attacks on maliciously crafted web pages.,[715319]
12,['CVE-2011-3062'],2012-31,Off-by-one error in OpenType Sanitizer,Mateusz Jurczyk,Critical,Mateusz Jurczyk of the Google Security Team discovered an off-by-one error in the OpenType Sanitizer using the Address Sanitizer tool. This can lead to an out-of-bounds read and execution of an uninitialized function pointer during parsing and possible remote code execution.,[739925]
12,['CVE-2012-0470'],2012-23,Invalid frees causes heap corruption in gfxImageSurface,Atte Kettunen,Critical,Using the Address Sanitizer tool security researcher Atte Kettunen from OUSPG found a heap corruption in gfxImageSurface which allows for invalid frees and possible remote code execution. This happens due to float error resulting from graphics values being passed through different number systems.,[734288]
12,['CVE-2012-0469'],2012-22,use-after-free in IDBKeyRange,Aki Helin,Critical,Using the Address Sanitizer tool security researcher Aki Helin from OUSPG found that IDBKeyRange of indexedDB remains in the XPConnect hashtable instead of being unlinked before being destroyed. When it is destroyed this causes a use-after-free which is potentially exploitable.,[738985]
12,['CVE-2012-0468'],2012-20,Miscellaneous memory safety hazards (rv:12.0/ rv:10.0.4),,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler a reported memory safety and security problem affecting Firefox 11.,[714616]
12,['CVE-2012-0467'],2012-20,Miscellaneous memory safety hazards (rv:12.0/ rv:10.0.4),,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Christian Holler Brian Hackett Bobby Holley Gary Kwong Hilary Hall Honza Bambas Jesse Ruderman Julian Seward and Olli Pettay reported memory safety problems and crashes that affect Firefox ESR and Firefox 11.,"[706381, 733282, 737129, 737875, 714614, 732941, 732951, 733979, 737384, 737875, 680456, 735073, 736609, 740595, 737182, 716556, 708825, 720305, 735943, 736589, 723453, 726332, 726502]"
11,['CVE-2012-0461'],2012-19,Miscellaneous memory safety hazards (rv:11.0/ rv:10.0.3 / rv:1.9.2.28),Mozilla developers and community,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary reported two bugs that causes crashes that affected Firefox 3.6 Firefox ESR and Firefox 10.,"[730425, 657588]"
11,['CVE-2012-0462'],2012-19,Miscellaneous memory safety hazards (rv:11.0/ rv:10.0.3 / rv:1.9.2.28),Mozilla developers and community,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Jesse Ruderman Nils Michael Bebenita Dindog and David Anderson reported memory safety problems and crashes that affect Firefox ESR and Firefox 10.,"[699033, 714590, 718202, 718516, 701269, 712572, 727330, 720380, 705855]"
