firefox_version,cve_id,advisory,title,reporter,impact,description,bug_id
16,"['CVE-2012-3993', 'CVE-2012-4184']",2012-83,Chrome Object Wrapper (COW) does not disallow access to privileged functions or properties,Mariusz Mlynski,Critical,Security researcher Mariusz Mlynski reported that when InstallTrigger fails it throws an error wrapped in a Chrome Object Wrapper (COW) that fails to specify exposed properties. These can then be added to the resulting object by an attacker allowing access to chrome privileged functions through script.,"[768101, 780370]"
16,['CVE-2012-3992'],2012-84,Spoofing and script injection through location.hash,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported an issue with spoofing of the location property. In this issue writes to location.hash can be used in concert with scripted history navigation to cause a specific website to be loaded into the history object. The baseURI can then be changed to this stored site allowing an attacker to inject a script or intercept posted data posted to a location specified with a relative path.,[775009]
16,"['CVE-2012-3995', 'CVE-2012-4179', 'CVE-2012-4180', 'CVE-2012-4181', 'CVE-2012-4182', 'CVE-2012-4183']",2012-85,"Use-after-free, buffer overflow, and out of bounds read issues found using Address Sanitizer",Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series of use-after-free buffer overflow and out of bounds read issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting two additional use-after-free flaws introduced during Firefox 16 development and fixed before general release.,"[765621, 785574, 785720, 786111, 788950, 786895]"
16,"['CVE-2012-4185', 'CVE-2012-4186', 'CVE-2012-4187', 'CVE-2012-4188']",2012-86,Heap memory corruption issues found using Address Sanitizer,Atte Kettunen,Critical,Security researcher Atte Kettunen from OUSPG reported several heap memory corruption issues found using the Address Sanitizer tool. These issues are potentially exploitable allowing for remote code execution.,"[785753, 785967, 787493, 787722]"
16,['CVE-2012-3990'],2012-87,Use-after-free in the IME State Manager,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a use-after-free in the IME State Manager code. This could lead to a potentially exploitable crash.,[787704]
15,['CVE-2012-3965'],2012-60,Escalation of privilege through about:newtab,Mariusz Mlynski,Critical,Security researcher Mariusz Mlynski reported that when a page opens a new tab a subsequent window can then be opened that can be navigated to about:newtab a chrome privileged page. Once about:newtab is loaded the special context can potentially be used to escalate privilege allowing for arbitrary code execution on the local system in a maliciously crafted attack.,[769108]
15,['CVE-2012-1970'],2012-57,Miscellaneous memory safety hazards (rv:15.0/ rv:10.0.7),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Jesse Ruderman John Schoenick Vladimir Vukicevic Daniel Holbert and Jason Smith reported memory safety problems and crashes that affect Firefox ESR 10 and Firefox 14.,"[745158, 758408, 761831, 764176, 777806, 775206, 778765, 773097]"
15,['CVE-2012-1971'],2012-57,Miscellaneous memory safety hazards (rv:15.0/ rv:10.0.7),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Jesse Ruderman Steve Fink Bob Clary and Andrew Sutherland reported memory safety problems and crashes that affect Firefox 14.,"[719750, 748119, 749039, 754150, 754242, 732870, 752038, 753162, 755916, 780712, 730208, 779849, 752087, 765936]"
15,"['CVE-2012-1972', 'CVE-2012-1973', 'CVE-2012-1974', 'CVE-2012-1975', 'CVE-2012-1976', 'CVE-2012-3956', 'CVE-2012-3957', 'CVE-2012-3958', 'CVE-2012-3959', 'CVE-2012-3960', 'CVE-2012-3961', 'CVE-2012-3962', 'CVE-2012-3963', 'CVE-2012-3964']",2012-58,Use-after-free issues found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series of use-after-free issues using the Address Sanitizer tool. Many of these issues are potentially exploitable allowing for remote code execution.,"[778428, 773207, 769303, 777578, 776213, 774597, 774548, 772346, 771994, 771976, 771873, 769120, 762280, 756241]"
15,['CVE-2012-1956'],2012-59,Location object can be shadowed using Object.defineProperty,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported that it is possible to shadow the location object using Object.defineProperty. This could be used to confuse the current location to plugins allowing for possible cross-site scripting (XSS) attacks.,[756719]
15,['CVE-2012-3975'],2012-68,DOMParser loads linked resources in extensions when parsing text/html,vsemozhetbyt,Moderate,Security researcher vsemozhetbyt reported that when the DOMParser is used to parse text/html data in a Firefox extension linked resources within this HTML data will be loaded. If the data being parsed in the extension is untrusted it could lead to information leakage and can potentially be combined with other attacks to become exploitable.,[770684]
15,['CVE-2012-3966'],2012-61,Memory corruption with bitmap format images with negative height,Frédéric Hoguin,Critical,"Security researcher Frédéric Hoguin reported two related issues with the decoding of bitmap (.BMP) format images embedded in icon (.ICO) format files. When processing a negative ""height"" header value for the bitmap image a memory corruption can be induced allowing an attacker to write random memory and cause a crash. This crash may be potentially exploitable.","[775794, 775793]"
15,"['CVE-2012-3968', 'CVE-2012-3967']",2012-62,WebGL use-after-free and memory corruption,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover two WebGL issues. The first issue is a use-after-free when WebGL shaders are called after being destroyed. The second issue exposes a problem with Mesa drivers on Linux leading to a potentially exploitable crash.,"[775852, 777028]"
15,"['CVE-2012-3969', 'CVE-2012-3970']",2012-63,SVG buffer overflow and use-after-free issues,Arthur Gerkis,Critical,"Security researcher Arthur Gerkis used the Address Sanitizer tool to find two issues involving Scalable Vector Graphics (SVG) files. The first issue is a buffer overflow in Gecko's SVG filter code when the sum of two values is too large to be stored as a signed 32-bit integer causing the function to write past the end of an array. The second issue is a use-after-free when an element with a ""requiredFeatures"" attribute is moved between documents. In that situation the internal representation of the ""requiredFeatures"" value could be freed prematurely. Both issues are potentially exploitable.","[782141, 760996]"
15,['CVE-2012-3971'],2012-64,Graphite 2 memory corruption,Christoph Diehl,High,Using the Address Sanitizer tool Mozilla security researcher Christoph Diehl discovered two memory corruption issues involving the Graphite 2 library used in Mozilla products. Both of these issues can cause a potentially exploitable crash. These problems were fixed in the Graphite 2 library which has been updated for Mozilla products.,"[753230, 753623]"
15,['CVE-2012-3972'],2012-65,Out-of-bounds read in format-number in XSLT,Nicolas Grégoire,Moderate,Security research Nicolas Grégoire used the Address Sanitizer tool to discover an out-of-bounds read in the format-number feature of XSLT which can cause inaccurate formatting of numbers and information leakage. This is not directly exploitable.,[746855]
